book_id,title,categories,author_names,price,description
OL3488590W,Handbook for writing technical proposals that win contracts,"Technical writing; Research and development contracts; Proposal writing in research; Bible, juvenile literature; PL/SQL (Computer program language); Relational databases; Oracle (Computer file)",Donald V. Helgeson,123.92,
OL7799678W,MySQL and PHP from scratch,PHP (Computer program language); Relational databases; SQL (Computer program language); Php (computer program language); Mysql (computer program language),Wade Maxfield,44.15,
OL15473337W,The complete reference star schema,Relational databases; Data warehousing; COMPUTERS; Data Warehousing; Database Management; Object-oriented programming (computer science),Christopher Adamson,74.71,
OL22633578W,Building Accounting Systems Using Access 2010,Database management; Accounting; Data processing; Computer programs; Relational databases; Microsoft Access,James T. Perry,84.02,
OL19899378W,Relational methods in computer science,Datenverarbeitung; Mathematische Logik; Relationenalgebra; Relation algebras; Relation (Mathematik); Computer science; Mathematics; Aufsatzsammlung; Relational databases,C. Brink; W. Kahl; Gunther Schmidt,122.57,"The calculus of relations turned into an important conceptual and methodological tool in computer science. The methods presented in this book include questions of relational databases, applications to program specification, resource-conscious linear logic, semantic and refinement consideration, nonclassical logics for reasoning about programs, tabular methods in software construction, algorithm development, linguistic problems, followed by a comprehensive bibliography. The reader gets an overview of the wide-ranging applicability of relational methods in computer science."" ... While this is a multi-authored volume, the authors have done an excellent job of making it read like a single-authored work ... The book can be viewed as a set of snapshots of a family of research and researchers at one point in time. If you are interested in relational problems, I can think of no better introduction ..."" Computing Reviews."
OL2042019W,Pro Oracle Collaboration Suite 10g (Pro),Relational databases; Oracle (Computer file); Application software; Oracle (computer system),John Bernard Watson,55.03,
OL16634037W,OCA/OCP Oracle database 11g all-in-one exam guide,"Examinations; Certification; Relational databases; Study guides; SQL (Computer program language); Electronic data processing personnel; Electronic data processing personnel, certification; Database management; Oracle (computer system)",John Bernard Watson,122.93,
OL20188760W,OCA/OCP Oracle Database 12c All-in-One Exam Guide,"Sql (computer program language); Relational databases; Electronic data processing personnel, certification",John Bernard Watson; Roopesh Ramklass; Bob Bryla,133.75,
OL17507393W,Oracle Business Intelligence Discoverer 11g Handbook,Oracle (computer system); Relational databases; Database management; Information storage and retrieval systems; Computer programs; SQL*PLUS (Computer program language); Business,Michael Armstrong-Smith,100.45,
OL27094327W,Oracle Backup and Recovery Using RMAN,Relational databases; Oracle (computer system); Data recovery (computer science); Electronic data processing,Darl Kuhn; Scott Schulze,,
OL16975656W,SQL and relational theory,Relational databases; SQL (Computer program language); Sql (computer program language),C. J. Date,89.62,
OL12339701W,Conceptual modeling--ER 2001,Congresses; Database design; Relational databases,"International Conference on Conceptual Modeling (20th 2001 Yokohama, Japan)",125.46,
OL16922902W,"SQL, the complete reference",Relational databases; SQL (Computer program language); Sql (computer program language),James R. Groff; Paul N. Weinberg; Paul Weinberg; Andy Oppel,75.5,
OL15941494W,Database design using entity-relationship diagrams,Database design; Relational databases; Bases de données; Conception; Bases de données relationnelles; COMPUTERS; Databases; General,Sikha Bagui,31.89,
OL15685814W,Professional Oracle Weblogic Server,Oracle (computer system); Relational databases; Web servers; Web hosting; Java (Computer program language),Robert L. Patrick,,
OL16155432W,Mo hu xin xi XML yu shu ju ku jian mo ji shu yan jiu,Database design; Relational databases; Fuzzy systems; XML (Document markup language),Zongmin Ma,148.24,
OL16155431W,Mo hu xin xi XML yu shu ju ku jian mo ji shu yan jiu,Database design; Relational databases; Fuzzy systems; XML (Document markup language),Zongmin Ma,116.68,
OL17744282W,Microsoft SQL Server 2005 chu xue zhe zhi nan,Relational databases; Client/server computing; SQL server,Dusan Petkovic,144.16,
OL20775264W,Ling ji chu xue Visual Basic + SQL Server,Relational databases; Microsoft Visual Basic for Windows; BASIC (Computer program language); Client/server computing; SQL server,Yulin Li,84.1,
OL24446911W,SQL Server shi yong jiao cheng,Relational databases; Database management; Guan xi shu ju ku; Jiao cai; Shu ju ku guan li xi tong; Gao deng xue xiao; SQL server,Qifen Liu,66.23,
OL23216686W,SAP ASE 16/Sybase ASE administration,Client/server computing; Relational databases; SAP Adaptive server enterprise; Sybase,Jeffrey Garbus,159.18,
OL2999591W,Teach yourself Oracle Power Objects in 21 days,Oracle (Computer file); Relational databases; Oracle (computer system),"Grant, Tom",102.4,
OL19548618W,Murach's MySQL,Database design; Relational databases; MySQL (Electronic resource); SQL (Computer program language); Design; Mysql (computer program language); Sql (computer program language),Joel Murach,97.14,
OL21541533W,Oracle Unleashed,Oracle (computer system); Relational databases; Oracle (Computer file),Dan Hotka,156.04,
OL19543508W,PostgreSQL: Up and Running: A Practical Guide to the Advanced Open Source Database,Relational databases; PostgreSQL; Database management; Sql (computer program language); Open source software; Computers; Information technology; COMPUTERS; Databases; General,Regina O. Obe; Leo S. Hsu,113.0,
OL4107810W,Database design,Database design; Relational databases,Naphtali Rishe,69.33,
OL1885766W,Universal database management,Object-oriented databases; Database management; Relational databases,Cynthia Maro Saracco,104.93,
OL4519651W,Oracle PL/SQL Tuning,PL/SQL (Computer program language); Relational databases; Database management; Computer programming; Oracle (Computer file),Timothy Hall,116.1,
OL3681197W,The set model for database and information systems,Database design; Distributed databases; Relational databases,M. M. Gilula,60.81,
OL16916948W,The relational database dictionary,"Relational databases; Dictionaries; Computers, dictionaries",C. J. Date,105.72,
OL1821393W,Developing Sybase applications,Relational databases; Client/server computing,Daniel Worden,45.44,
OL1927787W,Developing Oracle Forms applications,Client/server computing; Oracle (Computer file); Relational databases,Albert Lulushi,75.83,
OL15056277W,Mastering Oracle Power Objects,Relational databases; Client/server computing; Oracle (Computer file); Oracle (computer system),Rick Greenwald,41.1,
OL17496972W,Oracle Big Data Handbook,Oracle (computer system); Relational databases; Database management; Big data,Mark F. Hornick,132.61,
OL20660223W,Shu ju ku ji qi ying yong (Access ji Excel) xue xi yu shi yan shi xun jiao cheng,Relational databases; Microsoft Access; Microsoft Excel (Computer file),Shenyong Xiao,92.88,
OL20691082W,Shu ju ku ji qi ying yong,Microsoft Excel (Computer file); Guan xi shu ju ku xi tong; Biao chu li ruan jian; Gao deng xue xiao; Relational databases; Jiao cai; Microsoft Access,Shenyong Xiao,97.58,
OL19548045W,Expert Oracle RAC 12c (The Expert's Voice),Oracle (computer system); Relational databases; Parallel processing (electronic computers); Database management; Parallel processing (Electronic computers); Oracle (Computer file),Riyaj Shamsudeen; Syed Jaffar Hussain; Kai Yu; Tariq Farooq,62.05,
OL4089098W,Relational databases,Database design; Relational databases,Ken S. Brathwaite,79.42,
OL1866475W,Using the new DB2,IBM Database 2.; Object-oriented databases; Relational databases,D. D. Chamberlin,56.27,
OL20288796W,SQL,Sql (computer program language); Relational databases; SQL (Computer program language),Andy Oppel,29.99,
OL2708441W,Oracle8 PL/SQL black book,Relational databases; PL/SQL (Computer program language),Mark Gokman,131.25,
OL19897070W,Professional Oracle programming,Relational databases; Oracle (Computer file),Rick Greenwald,84.41,
OL16355298W,Nested relations and complex objects in databases,Relational databases; Database management,,31.47,
OL16355515W,Interactive relational database design,Database design; Relational databases; Logic programming,,104.0,
OL3527954W,SQL in a Nutshell,SQL server; SQL (Computer program language); Client/server computing; Sql server; MySQL (Electronic resource); Sql (computer program language); Mysql (computer program language); Database software; SQL; SQL (Computer language); Computers - Languages / Programming; Computers; Computer Books: Database; SQL (Computer program language; Programming Languages - SQL; Computers / Programming Languages / SQL; Database Management - General,Kevin E. Kline; Kevin Kline; Daniel Kline; Brand Hunt; Russell J. T. Dyer; Russell Dyer,,
OL17707115W,Principles of distributed database systems,Distributed databases; Database software; Databases & data structures; Distributed Databases; Computers; Computers - Data Base Management; Textbooks; Computer Books: Database; Networking - General; Database Management - General; Computers / Database Management / General,M. Tamer Özsu; M. Tamer Ozsu; Patrick Valduriez,28.63,
OL11029935W,Practical business intelligence with SQL Server 2005,"Business intelligence; Client/server computing; SQL server; Database software; SQL; Programming Languages - C#; Computers - Data Base Management; Business Enterprise; Computers; New Business Enterprises; Computer Books: Database; Database Management - SQL Server; Computers - Languages / Programming; Computers / Database Management / General; Artificial Intelligence - General; Database Management - General; Sql server; Business, computer programs",John C. Hancock; John C. Hancock; Roger Toren,80.37,
OL15140461W,Gale directory of databases,Information services; Databases; Directories; Database software; Databases & data structures; Computers; Reference; General; Database Management - General,Gale Group,32.04,
OL12020042W,Practical PostgreSQL,"Database management; PostgreSQL; Database software; Databases & data structures; SQL; Computers - Data Base Management; Computers; Computer Books: Database; Programming Languages - SQL; Database Management - General; Computers / Data Base Management; Computers / Database Management / Data Mining; Computers / Database Management / General; Computers/Programming Languages - SQL; PostgreSQL, open source databases, object-relational, DBAs",John C Worsley; John C. Worsley; Joshua D. Drake,28.34,
OL6220956W,Beginning SQL,Computer Technology; Nonfiction; SQL (Computer program language); Database software; SQL; SQL (Computer language); Sql (Programming Language); Computers; Computers - Languages / Programming; Computer Books: Languages; SQL (Computer program language; Programming Languages - SQL; Computers / Programming Languages / SQL; Sql (computer program language),Paul Wilton; John Colby,,"Taking readers through the basics of the language, right up to some more advanced topics, this book is a practical, hands-on resource and aims to keep the reader involved at all timesFocuses on the SQL standard and is loaded with detailed examples and code; each chapter includes practice exercises that readers can challenge themselves with before looking at the sample solutions in the appendixPaul Wilton is a successful Wrox ""Beginning"" book author and is an ideal author to write for those who want a firm grasp of standard SQL before learning the details specific to a particular database productSQL is an international standard for manipulating data in databases and is used by database programmers in all major database systems: Microsoft, IBM, Oracle, MySQL, and many others"
OL15143524W,IPlanet application server,"Java (Computer program language); Web sites; Computer programs; Web servers; Design; Database software; Java & variants; Internet - Web Site Design; Business Enterprise; Object-Oriented Programming; Computers; Computers - Languages / Programming; Programming Languages - Java; Computer Books And Software; Programming - General; Networking - General; Computers / Internet / Web Site Design; Electronic Commerce; Web sites, design",David F. Ogren; David Ogren; Martin Gee,,
OL78375W,"Database--principles, programming, and performance",Database management; Database software; Databases & data structures; SQL; Database Management - General; Database Engineering; Computers; Computers - Data Base Management; Computer Books: Database; Information Storage & Retrieval; COM019000; COM; COM018000; COM021000; Computers / Information Storage & Retrieval; Data Processing - General; Disaster Recovery; Database design,Patrick O'Neil; Elizabeth O'Neil,151.88,
OL8701499W,Object management in distributed database systems for stationary and mobile computing environments,Distributed databases; Object-oriented databases; Database software; Databases & data structures; Database Management - General; Computer Science; Computers; Computers - Data Base Management; Computer Books: General; General; Computers / Computer Science,Wujuan Lin; B. Veeravalli,64.15,
OL8508742W,The official Pendragon Forms for Palm OS starter kit,Palm OS; PalmPilot (Computer); Pocket computers; Computer Communications & Networking; Database software; Personal computers; Database Management - General; Computer programs; Programming; Computers; Computers - Data Base Management; Computer Books And Software; Operating Systems - General; Database management; Computers / Operating Systems / General; Pendragon Forms; General; Business; Computer software,Debra Sancho; Ivan Phillips,22.31,
OL18971197W,The definitive guide to db4o,Object-oriented databases; Db4o (Computer program); Open source software; Database software; Database Management - General; Computer Books: Database; Computers; Computers - Data Base Management; Computers / Programming / Software Development; Informatique; Programming Languages; COMPUTERS; SQL; Database management,Jim Paterson; Stefan Edlich; Henrik Hörning; Reidar Hörning,92.74,
OL9422723W,Essential computer applications,Database management; Electronic spreadsheets; Word processing; Database software; Spreadsheet software; Text & document processing: general,Gerard Morgan; Seamus O'Neill,,
OL9237040W,PeopleSoft application development tools,Business enterprises; Client/server computing; Computer networks; Management; PeopleSoft software; Product management; Database software; Software engineering; Utilities & tools; Computer Programming Languages; Microcomputer Application Software; Computers; Computers - Other Applications; Computer Books: General; Business Software; Hardware - Personal Computers - General; Programming Languages - General; Computer software; Development; Peoplesoft software; Logiciels PeopleSoft; Entreprises; Réseaux d'ordinateurs; COMPUTERS; Data Transmission Systems; Electronic Data Interchange; Enterprise Applications; General,Jami Clott; Stephen Raff,,
OL13063174W,"Proceedings [of the] Eighth International Conference on Scientific and Statistical Database Systems, June 18-20, 1996, Stockholm, Sweden",Database software; Databases & data structures; Probability & statistics; Database Engineering; Mathematical Statistics; Computers; Computers - Data Base Management; Science/Mathematics; Database Management - General,"International Conference on Scientific and Statistical Database Systems (8th 1996 Stockholm, Sweden); International Conference On Scientific a; Institute of Electrical and Electronics Engineers",139.0,
OL13141974W,Technology of object-oriented languages and systems : TOOLS 25,Congresses; Object-oriented programming (Computer science); Database software; Object-oriented programming (OOP); Computers; Computers - Languages / Programming; Computer Books: Operating Systems; Programming - Object Oriented Programming; Programming Languages - General; Database Management - General,"TOOLS (Conference) (25th 1997 Melbourne, Vic.); IEEE Computer Society; Institute of Electrical and Electronics Engineers",71.71,
OL13591543W,2001 IEEE International Conference on Data Mining,Congresses; Data mining; Database software; Database Engineering; Computers; Computers - Other Applications; Computer Books: General; Artificial Intelligence - General; Database Management - General; Miscellaneous Software; Exploration de données (Informatique); Congrès,"IEEE International Conference on Data Mining (1st 2001 San Jose, California); IEEE Computer Society; Institute of Electrical and Electronics Engineers; PR&&&&",27.76,
OL11993308W,10 projects you can do with Microsoft SQL Server 7,Client/server computing; SQL server; Database software; SQL; Distributed Databases; Sql (Programming Language); Computers; Computers - Data Base Management; Computer Books: Database; Database Management - SQL Server; Computer Science; Database Management - General; Sql server,Karen L Watterson; Karen Watterson; Bill Shadish; Garth Wells,21.85,
OL12324156W,COMPSAC '99,Congresses; Computer programming; Expert systems (Computer science); Computer software; Applications of Computing; Database software; General; Reference; Computers - General Information,"COMPSAC (23rd 1999 Phoenix, Ariz.); IEEE Computer Society; Institute of Electrical and Electronics Engineers",,
OL3365887W,World Wide Web database,BASIC (Computer program language); Database design; Microsoft Visual BASIC; World Wide Web; 4GLs (fourth generation languages); Database software; World Wide Web (WWW); Computers; Basic (Programming Language); Databases; Computer - Internet; Internet - General; Computer Books: Languages; Database Management - General; Visual Basic,Mark Swank; Drew Kittel; Mark Spenik,43.89,
OL2776220W,FileMaker pro 6 advanced for Windows and Macintosh,Database management; FileMaker pro; Database software; Microcomputer Database Management Software; Computers; Computers - Data Base Management; Computer Books: General; Desktop Applications - FileMaker Pro; Computers / Database Management / General; Database Management - General; Filemaker pro (computer program),Cynthia Baron; Cynthia L. Baron; Daniel Peck,85.01,
OL8221390W,Server+,Certification; Client/server computing; Electronic data processing personnel; Examinations; Study guides; Web servers; Computer Hardware & Operating Systems; Database software; Internet; Computers; Computer Networks; Distributed Computer Systems; Computers - Certification; Internet - World Wide Web; Computer Books: General; Hardware - Network Hardware; Certification Guides - General; Client-Server Computing - General; Client-Server Computing; Internet - Server Maintenance; Internet - Hardware; Study Aids; Professional,Deborah Haralson; Jeff Haralson,,
OL8273533W,PostgreSQL developer's handbook,"Database management; PostgreSQL; Database software; Reference works; SQL; Database Engineering; Computers; Computers - Data Base Management; Computer Books: General; Database Management - General; Programming - General; Computers / Database Management / General; Computer software, development",Ewald Geschwinde; Hans-Jüergen Schöenig,116.23,
OL3463119W,Software prototyping in data and knowledge engineering,"Development; Expert systems (Computer science); Computer software; Database software; Databases & data structures; Software Development; Expert systems (Computer scien; Computers; Expert Systems; Programming - General; Computers - General Information; Computer Books: General; Computer Science; Programming - Software Development; Programming Languages - General; Computers / Computer Science; Computers-Programming - Software Development; Computers-Programming Languages - General; Artificial Intelligence - General; Computer software, development; Expert systems (computer science)",Giovanni Guida; G. Guida; G. Lamperti; M. Zanella,,
OL3534801W,Access 2 for Windows SmartStart,Database management; Microsoft Access; Database software; Database Management - MSAccess; Computers - Data Base Management; Database Management - General; Computers,Raymond W. Knab; Ray Knab; Ron Holmes,116.97,
OL3905068W,Hypercard 2.0/2.1,HyperCard (Computer file); Macintosh (Computer); Programming; Database software; Apple And Macintosh Programming; Computers - Languages / Programming; Computer Books: Operating Systems; Programming - General; Computer Bks - Languages / Programming,Judy Gray; Sherry Francis,,
OL1950400W,ColdFusion MX for dummies,Cold fusion; Database design; Web databases; Database software; Internet; Microcomputer Database Management Software; Computers; Computers - Languages / Programming; Computer Books: General; Programming Languages - General; Internet - Web Site Design; Database Management - General; Computers / Internet / Web Site Design; ColdFusion; Coldfusion (computer program),John Paul Ashenfelter; Jon N. Kocen,30.97,
OL2084655W,PAL for Paradox 4 made easy,PAL (Computer program language); Database software; Programming languages; Microcomputer Database Management Software; Computers - Data Base Management; Computer Books: Languages; Business Software; Database Management - General; Paradox (Computer file),Cary Jensen; Loy Anderson,74.86,
OL19226513W,IntraBuilder FrontRunner,Internet programming; IntraBuilder; Web sites; Design; Database software; Databases & data structures; Internet; Computer Networks; Database Engineering; Networking - General; Computers; Computer - Internet; Internet - General; Computer Books And Software; Computer Bks - Internet,Terence Goggin; Ester Schindler; Don Taylor; Matt Telles,50.28,
OL19040189W,PC Learning Labs teaches FoxPro 2.5 for Windows,FoxPro (Computer file); Database management; Database software; Microcomputer Database Management Software; Computers - Data Base Management; Computer Books: General; Database Management - FoxPro; Database Management - General,Logical Operations Inc; Christopher J. Benz; Robert Nichols Kulik,75.7,
OL2019731W,The essential Excel 97 book,Database software; Microcomputer Spreadsheet Software; Computers; Computers - Spreadsheets; Computer Books: General; Spreadsheets - Excel; Spreadsheets - General,Faithe Wempen; Donna Payne,,
OL2035954W,Access 2003 power programming with VBA,Database management; Microsoft Access; Microsoft Visual Basic for applications; Computer Programming; Database software; Databases & data structures; Programming - Visual Basic - VBA (Visual Basic for Applicati; Basic (Programming Language); Microcomputer Database Management Software; Computers; Computers - Languages / Programming; Computer Books: General; Microsoft Visual Basic for app; Database Management - General; Computers / Database Management / General; Programming Languages - Visual BASIC; Microsoft access (computer program); Visual programming (computer science),Allen G. Taylor; Virginia Andersen,150.5,
OL15146412W,Microsoft commerce server 2000 pocket consultant,Electronic commerce; Microsoft Commerce server; Database software; Other software packages; Business Enterprise; Computer Networks; Computers; Computers - Communications / Networking; Computer Books: General; Hardware - Network Hardware; Client-Server Computing - General; Internet - Hardware; Computers / Programming / Object Oriented,Brad Wist; Bradley M. Wist,,
OL15069773W,Access 2000 advanced,Microsoft Access; Database management; Database software; Computers - General Information; Business/Economics; Business & Economics; Textbooks; Computer Books: General; Management Information Systems; Office Automation; Business & Economics / Office Automation; Computer Bks - General Information; Microsoft access (computer program),John M. Preston; Robert Ferrett; John Preston; Sally Preston,,
OL13069386W,Search PsycINFO,"Abstracting and indexing; Handbooks, manuals; Information services; Information storage and retrieval systems; PsycINFO (Computer program); PsycLit; Psychology; Database software; Library & Information Sciences; Education & Training",PsycINFO User Services.; Carolyn G. Gosling; Nancy H. Knight; Linda S. McKenney,,
OL17880525W,Advanced Macromedia ColdFusion MX,Development; Application software; Internet; ColdFusion; Bases de données; Programmation informatique; Langages de balisage; Computer Programming; Database software; Publishing on the Internet; Microcomputer Database Management Software; Computers; Computers - Languages / Programming; Textbooks; Computer Books: General; Desktop Publishing - General; Electronic Publishing; Programming Languages - General; Computers / Electronic Publishing; Database Management - General; Computer software; Databases; Design; Coldfusion (computer program),Ben Forta; Sarge Sargent,46.36,
OL18167150W,Microsoft Exchange server 2003 resource kit,Microsoft Exchange server; Client/server computing; Computers; Computers - General Information; Operating Systems - General; Client-Server Computing - General; General; Computers / General; Computer Communications & Networking; Database software; Operating systems & graphical user interfaces (GUIs); Computer Books: General; Computer Bks - General Information,Kay Unkroth; Elizabeth Malony; Fergus Strachan; Pav Cherny; Brian Reid; Bill English,,
OL16046088W,Professional MTS and MSMQ with VB and ASP,"Development; Microsoft Windows NT Server (système d'exploitation des ordinateurs); Application software; Warteschlangennetz; Client-Server-Konzept; Internet; E-commerce; Programmatuurtechniek; Microsoft Windows NT; Microsoft Message queue server; Datenbanksystem; Microsoft Windows (Computer file); Microsoft Transaction server; Windows NT; Basic, Visual Basic & QBasic; Database software; Computer Architecture; Distributed Computer Systems; Programming - Software Development; Computers; Computers - Languages / Programming; Computer Books: Web Programming; Management Information Systems; Internet - Web Site Design; Programming Languages - General; Microsoft Windows (Computer fi",Alex Homer; David Sussman,,
OL18019644W,ScaLAPACK user's guide,"LAPACK; Linear Algebras; ScaLAPACK; Data processing; Subroutines (Computer programs); Database software; Linear algebra; Mathematics; Self-Help; Algebra - Linear; Computers / General; Algebras, Linear; Mathematics, data processing",L. S. Blackford; J. Choi; A. Cleary; E. D'Azevedo; J. Demmel; I. Dhillon; J. Dongarra; S. Hammarling; G. Henry; A. Petitet; K. Stanley; D. Walker; R. C. Whaley,,
OL12400653W,MCSE SQL Server 2000 administration for dummies,Examinations; Study guides; SQL (Computer program language); Certification; Microsoft software; Database management; Electronic data processing personnel; Database software; SQL; Programming Languages - SQL; Database Management - SQL Server; Computer Books: General; Computers; Computers - Certification; Electronic data processing per; Certification Guides - Msce; Computers / Technical Skills; Certification Guides - MCSE,Rozanne Murphy Whalen; Rozanne Whalen; Dan Whalen,,
OL3369214W,Microsoft SQL Server 7 secrets,Client/server computing; Database management; SQL server; Database software; Databases & data structures; SQL; Microcomputer Database Management Software; Computers; Computers - Data Base Management; Computer Books And Software; Programming Languages - SQL; Database Management - SQL Server; Programming Languages - General; Sql server,David K. Rensin; Andrew M. Fedorchek; William C. Amo,59.29,
OL2994354W,SQLWindows 5,SQLWindows; Windows (Computer programs); Database software; Microsoft Windows; SQL; Sql (Programming Language); Computers - Languages / Programming; Computer Books: Database; Database Management - General; Programming Languages - General; Sql (computer program language),Suneet Shah; Chris Griswold,167.36,
OL8047260W,Inside ColdFusion MX,Cold fusion; Database design; Web databases; Computer Programming; Database software; World Wide Web (WWW); Database Management - General; Microcomputer Database Management Software; Computers; Computers - Languages / Programming; Programming Languages - General; Computer Books: General; Internet - World Wide Web; Computers / Internet / World Wide Web; ColdFusion,John Cummings; Neil Ross; Robi Sen,117.23,
OL7853344M,Text Retrieval,"Text processing (Computer science); Reference; Information Storage And Retrieval; Text processing (Computer scie; Catalogs; Automation of library & information processes; Database software; Europe; Reference works; USA; United Kingdom, Great Britain; Computer software; Information storage and retrie; Information storage and retrieval systems",Robert Kimberley; Jenny Rowley,,
OL7669735M,ABC S of Paradox,Database software; Business Software; Computers - Accounting Packages,Douglas J. Wolf,,
OL8010537M,New Perspectives on Microsoft Access 97 -- Brief,Database Management - General; Computers; Computer Books: Database; Database software; Databases & data structures; Computer Bks - General Information,Joseph J. Adamski; Kathy Finnegan,96.43,
OL8368454M,Understanding Coldfusion MX,Database software; Publishing on the Internet; Programming Languages - General; Computers - Languages / Programming; Science/Mathematics,Jeremy Kurtz; Stephen Morosko,,
OL8768213M,Foundation ColdFusion for Flash,Computer graphics software; Database software; Internet; Multimedia; Multi-Media Hardware & Software; Computers - Desktop Publishing; Microcomputer Database Management Software; Computers; Computer Books: General; Internet - Web Site Design; Database Management - General; Computer Animation; Computer Graphics - Flash; Computer Graphics - General; Computers and Internet; Interactive & Multimedia,Khan Fiaz; Fiaz Khan; Bryan Mahoney,137.87,
OL8790706M,Understanding dBASE 5 for Windows (Understanding dBASE 5),Database software; Computers - Data Base Management; Computers; Computer Books: Database; Database Management - dBase; Database Management - General,Alan Simpson; Martin Rinehart,112.82,
OL9289508M,Object-Oriented Multidatabase Systems,Database software; Databases & data structures; Object-oriented programming (OOP); Programming - Object Oriented Programming; Database Management - General; Computers - Data Base Management; Computer Books: General; Programming - General; Object-oriented databases,,163.86,
OL9291231M,Creating SQL Server 2005 Applications with Visual Studio,Database software; SQL; Internet - Web Site Design; Database Engineering; Microcomputer Integrated Application Software; Computers; Computers - Languages / Programming; Computer Books: Database; Programming Languages - SQL; Computers / Programming Languages / SQL; Database Management - General; Programming - Software Development; Client/server computing; Database management,Joline Morrison; Michael Morrison,33.69,
OL9296260M,Hypertext,Applications of Computing; Database software; Psychology; Database Management - General; Computers - Data Base Management; Hypertext systems; Psychological aspects,Cliff McKnight; Andrew Dillon; John Richardson,100.26,
OL9296259M,Hypertext,Applications of Computing; Database software; Psychology; Psychological aspects; Psychology Of Special Subjects; Software Design; Computers - General Information; Computer Books: Desktop Publish; Database Management - General; Hypertext systems,Cliff McKnight; Andrew Dillon,95.0,
OL9300258M,Human Capital Applications Using Microsoft Office 2000,Database software; Personnel & human resources management; Spreadsheet software; Text & document processing: general; Organization Development; Business/Economics; Application Software For Business; Business & Economics; Business / Economics / Finance; Textbooks; Microsoft Office; Human capital; Development - Business Development; Business Software - MSOffice; Human Resources & Personnel Management; Business & Economics / Human Resources & Personnel Management; Business Software - General,Nancy Kauffman; Charles Massey,,
OL9296596M,Hands-On SQL,Database software; SQL; Software engineering; Programming Languages - General; Sql (Programming Language); Computers; Computers - Languages / Programming; Computer Books: Languages; Programming Languages - SQL; Database Management - General; SQL (Computer program language),Robert Groth; David Gerber,100.35,
OL9413389M,A Quick Course in Paradox 4.5 for Windows (Quick Course Books),Database software; Microsoft Windows,Joyce Cox; Mike Elison; Patrick Kervran,,
OL8744243M,Sams Teach Yourself Active Web Database Programming in 21 Days,Computer Programming; Database software; Databases & data structures; Internet; Internet - General; Database Engineering; Computer Networks; Networking - General; Computers; Computer - Internet; World Wide Web; Computer Books: Languages; Internet programming; Database management; Database Management - General; Internet - World Wide Web,Alexander Stojanovic; Matt Warren; Joyce Chia-Hsun Chen,139.61,
OL8962581M,Inside Relational Databases with Examples in SQL Server,Database software; SQL; Computers - Data Base Management; Computers; Computer Books: General; Database Management - General; Information Technology; Computers / Database Management / General,Mark Whitehorn; Bill Marklyn,115.86,
OL8815304M,The Programmer's Guide to Microsoft Access,Database software; Databases & data structures; Desktop Applications - MS Access; Database Management - General; Computers; Computers - Data Base Management; Computer Books: Database,Terry Sanchez-Clark; ITCOOKBOOK,108.42,
OL9263520M,Database Systems,Computer Programming; Database software; Databases & data structures; Systems analysis & design; Computer Books: Database,Paolo Atzeni; Stefano Ceri; Stefano Parabosci; Riccardo Torlone,92.12,
OL9314125M,Microsoft Internet Explorer 4 Starts Here,Internet - General; Computer Networks; Computers; Computer - Internet; Computer Books And Software; Internet - Browsers - Internet Explorer; Database software; Networking packages,Microsoft Press,,
OL9252889M,DB2 Universal Database Call-Level Interface (Cli) Developer's Guide: Call Level Interface Cli Developer's Guide (Data Management Series),Database software; Databases & data structures; Programming - Software Development; Database Management - General; Computers; Computer Books: Languages,Roger E. Sanders; Rober E. Sanders,139.27,
OL9256800M,Oracle Certified Professional Application Developer Exam Guide (Oracle Press),"Database software; Systems analysis & design; Study guides; Electronic data processing per; Database Engineering; Microcomputer Application Software; Examinations; Computers; Computers - Certification; Database management; Computer Books: General; Database Management - Oracle; Database Management - Data Warehousing; Certification Guides - General; Study guides, home study & revision notes; Database Management - General; Oracle (Computer file); Certification; Electronic data processing personnel",Jason S. Couchman; Jason Couchman,71.79,
OL9896514M,Wrestling Legacy Data to the Web & Beyond,Database software; Internet - Web Site Design; Computers - Data Base Management; Computers; Computer Books: Integrated Systems; Data Processing - General; Database Management - General,P. C. McGrew; W. D. McDaniel,28.12,
OL8639051M,Inside Paradox 5 for Windows/Book and Disk (Inside),Database software; Microsoft Windows; Database Management - Paradox; Microcomputer Database Management Software; Computers - Data Base Management; Computer Books And Software; Paradox for Windows (Computer file); Database management; Database Management - General; Paradox for Windows (Computer; Computer Bks - Data Base Management; Computers,Richard Wagner; Anthony Keller; Lance Leonard,144.25,
OL8734545M,The Pros Talk Microsoft Visual Foxpro 3,Computer graphics software; Database software; Visual FoxPro for Windows; Database Management - FoxPro; Microcomputer Database Management Software; Computers; Computers - Desktop Publishing; Computer Books And Software; Desktop Publishing; Database Management - General; Client/server computing; Database management,,158.07,
OL8554110M,Understanding dBASE 5 for Windows (Understanding dBASE 5),Database software; Computers - Data Base Management; Computers; Computer Books: Database; Database Management - dBase; Database Management - General,Alan Simpson; Martin Rinehart,97.7,
OL8606492M,Image Database Systems and Techniques,Database software; Databases & data structures; Multimedia; Database Engineering; Multi-Media Hardware & Software; Computers; Computers - Data Base Management; Computer Books: Database; Database Management - General; Data Processing - Optical Data Processing,Hanan Samet; Aya Soffer,161.03,
